Stofgroep	Stofnaam	CAS-nummer	Afdeling	Branche	Subbranche	Compartiment	Emissiestatus	
Individuele stoffen	1-(2-hydroxy-5-nonyl(vertakt)-fenyl)ethanon oxime	244235-47-0	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	benzeen	71-43-2	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	butanon oxime	96-29-7	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	cumeen	98-82-8	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	decamethylcyclopentasiloxaan	541-02-6	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	Di-ethyleentriaminepenta-azijnzuur	67-43-6	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	formaldehyde	50-00-0	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	koolmonoxide	630-08-0	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	N-methyl-2-pyrrolidon	872-50-4	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie verwacht
Individuele stoffen	octamethyltetrasiloxaan	556-67-2	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	pentakalium 2,2',2'',2''',2''''-(ethaan-1,2-diylnitrilo) penta-acetaat	7216-95-7	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	pentanatrium diethyleen-triaminepenta-azijnzuur	140-01-2	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	silicium(di)oxide - cristoballiet	14464-46-1	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	silicium(di)oxide - kwarts	14808-60-7	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	tellurium	13494-80-9	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	tellurium dioxide	7446-07-3	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
Individuele stoffen	vanadiumpentoxide	1314-62-1	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
ZZS arseen en arseenverbindingen			3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie verwacht
ZZS arseen en arseenverbindingen	arseen	7440-38-2	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie verwacht
ZZS arseen en arseenverbindingen	diarseenpentaoxide	1303-28-2	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	arseentrioxide	1327-53-3	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
ZZS arseen en arseenverbindingen	arseenzuur	7778-39-4	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
ZZS arseen en arseenverbindingen	zouten van arseenzuur		3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	in water oplosbare zouten van arseenzuur		3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	in water onoplosbare zouten van arseenzuur		3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	calciumarsenaat	7778-44-1	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
ZZS arseen en arseenverbindingen	loodarsenaat	7784-40-9	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	nikkeldiarsenide	12068-61-0	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	galliumarsenide	1303-00-0	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
ZZS arseen en arseenverbindingen	nikkel(II)arsenaat	13477-70-8	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	triethylarsenaat	15606-95-8	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	nikkelarsenide	27016-75-7	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	trilooddiarsenaat	3687-31-8	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Gebruik verwacht
ZZS arseen en arseenverbindingen	trinikkelbis(arseniet)	74646-29-0	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	arseenverbindingen		3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie verwacht
ZZS arseen en arseenverbindingen	anorganische arseenverbindingen		3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	organische arseenverbindingen		3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	ammoniumarsenaat	7784-44-3	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	arseenbromide	7784-33-0	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	arseentrichloride	7784-34-1	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	difenylaminochloorarsine	578-94-9	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	difenylchloorarsine	712-48-1	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	ethyldichloorarsine	598-14-1	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	ijzer(III)arsenaat	10102-49-5	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	ijzer(III)arseniet	63989-69-5	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	kakodylzuur	75-60-5	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	kaliumdihydroarsenaat	7784-41-0	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	kaliumarsenaat	10124-50-2	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	koperacetoarseniet	12002-03-8	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	koperarseniet	10290-12-7	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	kwik(II)arsenaat	7784-37-4	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	loodarsenaten		3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	loodarsenieten		3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	magnesiumarsenaat	10103-50-1	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	natriumarsenaat	7631-89-2	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	natriumarseniet	15120-17-9	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	natriumkakodylaat	124-65-2	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	strontiumarseniet	15195-06-9	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	zilverarseniet	7784-08-9	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	zinkarsenaat of zinkarseniet of zinkarsenaat en zinkarseniet, mengsel		3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	arsine	7784-42-1	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	ijzer(II)arsenaat	10102-50-8	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	pesticide, arseenverbinding		3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	indium arsenide	1303-11-3	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	2-aminofenylarsenigzuur	2045-00-3	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	2-nitrofenylarsenigzuur	5410-29-7	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
ZZS arseen en arseenverbindingen	4-hydroxyfenylarsenigzuur	98-14-6	3.3 Complexe bedrijven	3.3.6 Basismetaal		Water	Emissie mogelijk
