Stofgroep	Stofnaam	CAS-nummer	Afdeling	Branche	Subbranche	Compartiment	Emissiestatus	
ZZS fenolen			3.3 Complexe bedrijven	3.3.6 Basismetaal	3.3.6 d het verwerken van ferrometalen door warmwalsen, smeden met hamers of het aanbrengen van deklagen van gesmolten metaal	Water	Emissie verwacht
ZZS fenolen	2,4,6-tri-tert-butylfenol	732-26-3	3.3 Complexe bedrijven	3.3.6 Basismetaal	3.3.6 d het verwerken van ferrometalen door warmwalsen, smeden met hamers of het aanbrengen van deklagen van gesmolten metaal	Water	Emissie mogelijk
ZZS fenolen	bisfenol A	80-05-7	3.3 Complexe bedrijven	3.3.6 Basismetaal	3.3.6 d het verwerken van ferrometalen door warmwalsen, smeden met hamers of het aanbrengen van deklagen van gesmolten metaal	Water	Emissie mogelijk
ZZS fenolen	catechol	120-80-9	3.3 Complexe bedrijven	3.3.6 Basismetaal	3.3.6 d het verwerken van ferrometalen door warmwalsen, smeden met hamers of het aanbrengen van deklagen van gesmolten metaal	Water	Emissie mogelijk
ZZS fenolen	dinoterb	1420-07-1	3.3 Complexe bedrijven	3.3.6 Basismetaal	3.3.6 d het verwerken van ferrometalen door warmwalsen, smeden met hamers of het aanbrengen van deklagen van gesmolten metaal	Water	Emissie mogelijk
ZZS fenolen	geëthoxyleerd 4-(1,1,3,3-tetramethylbutyl)fenol		3.3 Complexe bedrijven	3.3.6 Basismetaal	3.3.6 d het verwerken van ferrometalen door warmwalsen, smeden met hamers of het aanbrengen van deklagen van gesmolten metaal	Water	Emissie mogelijk
ZZS fenolen	geëthoxyleerd lineair en vertakt 4-nonylfenol		3.3 Complexe bedrijven	3.3.6 Basismetaal	3.3.6 d het verwerken van ferrometalen door warmwalsen, smeden met hamers of het aanbrengen van deklagen van gesmolten metaal	Water	Emissie mogelijk
ZZS fenolen	4-nonylfenol, vertakt	84852-15-3	3.3 Complexe bedrijven	3.3.6 Basismetaal	3.3.6 d het verwerken van ferrometalen door warmwalsen, smeden met hamers of het aanbrengen van deklagen van gesmolten metaal	Water	Emissie mogelijk
ZZS fenolen	nonylfenolen		3.3 Complexe bedrijven	3.3.6 Basismetaal	3.3.6 d het verwerken van ferrometalen door warmwalsen, smeden met hamers of het aanbrengen van deklagen van gesmolten metaal	Water	Emissie mogelijk
ZZS fenolen	nonylfenol	25154-52-3	3.3 Complexe bedrijven	3.3.6 Basismetaal	3.3.6 d het verwerken van ferrometalen door warmwalsen, smeden met hamers of het aanbrengen van deklagen van gesmolten metaal	Water	Emissie mogelijk
ZZS fenolen	para-tert-octylfenol	140-66-9	3.3 Complexe bedrijven	3.3.6 Basismetaal	3.3.6 d het verwerken van ferrometalen door warmwalsen, smeden met hamers of het aanbrengen van deklagen van gesmolten metaal	Water	Emissie mogelijk
ZZS fenolen	pentachloorfenol	87-86-5	3.3 Complexe bedrijven	3.3.6 Basismetaal	3.3.6 d het verwerken van ferrometalen door warmwalsen, smeden met hamers of het aanbrengen van deklagen van gesmolten metaal	Water	Emissie mogelijk
ZZS fenolen	p-nonylfenol	104-40-5	3.3 Complexe bedrijven	3.3.6 Basismetaal	3.3.6 d het verwerken van ferrometalen door warmwalsen, smeden met hamers of het aanbrengen van deklagen van gesmolten metaal	Water	Emissie mogelijk
ZZS fenolen	tetrabroombisfenol A	79-94-7	3.3 Complexe bedrijven	3.3.6 Basismetaal	3.3.6 d het verwerken van ferrometalen door warmwalsen, smeden met hamers of het aanbrengen van deklagen van gesmolten metaal	Water	Emissie mogelijk
